id,name,symbol,  high  ,  low  ,percentageChange,  change  ,  price  ,  quantity  ,issueDate, sharevolume , tradevolume ,   turnover   ,lastTradedTime,    marketCap    , marketCapPercentage , issuedQTY ,date_scraped
165,BUKIT DARAH PLC,BUKI.N0000,742.75,691,0, -   ,713.5,1,1970-01-01,24,4,17420.50,2025-06-16 14:19,72777000000.00,1.17,102000000,2025-06-16
322,LB FINANCE PLC,LFIN.N0000,117,113,-1.07,-1.25,116,8509,1997-12-30,693947,289,79565214.00,2025-06-16 14:30,64270627776.00,1.03,554057136,2025-06-16
91,CEYLINCO HOLDINGS PLC,CINS.N0000,3100,3100,0, -   ,3050,1,1988-04-21,1,1,3100.00,2025-06-16 14:26,61000000000.00,0.98,20000000,2025-06-16
9,NATIONS TRUST BANK PLC,NTB.N0000,212,200,-1.41,-3,210,200,1999-05-03,38466,71,8006799.75,2025-06-16 14:28,60063340470.00,0.96,286015907,2025-06-16
343,AITKEN SPENCE PLC,SPEN.N0000,143.5,139,-1.58,-2.25,140.5,2,1983-01-01,12886,53,1809338.50,2025-06-16 14:26,57042444323.00,0.91,405996045,2025-06-16
560,CEYLON BEVERAGE HOLDINGS PLC,BREW.N0000,2700,2635,0, -   ,2700,5,1970-01-01,78,7,206490.00,2025-06-16 13:17,56667843000.00,0.91,20988090,2025-06-16
447,CENTRAL FINANCE COMPANY PLC,CFIN.N0000,241,230,-0.31,-0.75,239.25,250,1969-01-01,295114,234,69672577.00,2025-06-16 14:29,54394555034.00,0.87,227354462,2025-06-16
77,NATIONAL DEVELOPMENT BANK PLC,NDB.N0000,119,114,-0.63,-0.75,118.75,88,1993-04-26,294724,353,34297051.75,2025-06-16 14:29,50645760056.00,0.81,426490611,2025-06-16
239,DFCC BANK PLC,DFCC.N0000,115.5,113,-0.65,-0.75,115,4426,1956-01-01,371460,298,42660746.75,2025-06-16 14:29,50416488750.00,0.81,438404250,2025-06-16
511,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,24.5,24.1,0, -   ,24.5,1,1951-01-01,79821,44,1949326.20,2025-06-16 14:25,49858437738.00,0.8,2035038275,2025-06-16
512,SINGER (SRI LANKA) PLC,SINS.N0000,42.6,40,1.69,0.7,42.1,200,1981-01-01,344102,165,14104401.00,2025-06-16 14:25,49156714095.00,0.79,1167617912,2025-06-16
238,SUNSHINE HOLDINGS PLC,SUN.N0000,24.3,23.2,0.42,0.1,24.1,500,1983-01-01,1266447,340,30309450.20,2025-06-16 14:27,47426257836.00,0.76,1967894516,2025-06-16
486,PGP GLASS CEYLON PLC,GLAS.N0000,49.2,48.1,-2.02,-1,48.4,37800,1994-09-05,58994,58,2858613.00,2025-06-16 14:25,45984166272.00,0.74,950086080,2025-06-16
503,ROYAL CERAMICS LANKA PLC,RCL.N0000,39.8,38,-0.25,-0.1,39.7,48719,1994-05-03,472101,274,18608383.90,2025-06-16 14:27,43983385448.00,0.7,1107893840,2025-06-16
2065,ACCESS ENGINEERING PLC,AEL.N0000,42.3,40.6,-0.24,-0.1,41.9,100,2012-03-27,1829048,340,76051449.20,2025-06-16 14:29,41900000000.00,0.67,1000000000,2025-06-16
1968,PEOPLE'S LEASING & FINANCE PLC,PLC.N0000,18.7,18.4,-1.07,-0.2,18.5,2083,2011-11-24,232998,91,4323891.70,2025-06-16 14:32,39855951375.00,0.64,2154375750,2025-06-16
25,BROWN & COMPANY PLC,BRWN.N0000,187,176,-0.13,-0.25,185,100,1991-04-25,65735,250,11897306.75,2025-06-16 14:29,39335625000.00,0.63,212625000,2025-06-16
1789,SENKADAGALA FINANCE COMPANY PLC,SFCL.N0000,500,450,0, -   ,446.5,1,2011-03-22,5,5,2400.75,2025-06-16 11:45,38523945881.00,0.62,86279834,2025-06-16
131,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,157,154,-0.32,-0.5,156.5,1690,1996-10-14,128229,208,19992001.50,2025-06-16 14:15,37560000000.00,0.6,240000000,2025-06-16
425,UNION ASSURANCE PLC,UAL.N0000,63,61.2,-0.16,-0.1,62.9,10,1988-07-29,11312,40,700534.10,2025-06-16 14:05,37066071788.00,0.59,589285720,2025-06-16
162,C I C HOLDINGS PLC,CIC.N0000,123,119,-0.41,-0.5,121.5,289,1964-10-11,58360,61,7086388.50,2025-06-16 14:30,35429400000.00,0.57,291600000,2025-06-16
387,OVERSEAS REALTY (CEYLON) PLC,OSEA.N0000,28.4,26.5,5.58,1.5,28.4,1000,1982-01-01,811038,176,22332316.70,2025-06-16 14:28,35302040129.00,0.57,1243029582,2025-06-16
1854,TEEJAY LANKA PLC,TJL.N0000,49,47.5,1.25,0.6,48.6,1,2011-08-09,33795,53,1625543.80,2025-06-16 14:29,35062846067.00,0.56,721457738,2025-06-16
6378,CAPITAL ALLIANCE HOLDINGS LIMITED,CALH.N0000,17.2,16.3,-0.59,-0.1,16.8,92650,2025-05-30,2629146,481,44474742.00,2025-06-16 14:30,34810428996.00,0.56,2072049345,2025-06-16
472,ACL CABLES PLC,ACL.N0000,144,140,0.52,0.75,143.75,300,1976-01-01,202874,165,28786914.00,2025-06-16 14:25,34438866000.00,0.55,239574720,2025-06-16
354,PALM GARDEN HOTELS PLC,PALM.N0000,74,71.1,-2.3,-1.7,72.3,435,1993-03-08,6487,16,466754.00,2025-06-16 14:21,34410245100.00,0.55,475937000,2025-06-16
4887,WINDFORCE PLC,WIND.N0000,25.7,24.5,-0.79,-0.2,25,800,2021-04-22,43176,59,1073292.30,2025-06-16 14:27,33769223550.00,0.54,1350768942,2025-06-16
399,DIPPED PRODUCTS PLC,DIPD.N0000,55.1,52.7,-0.18,-0.1,55,153,1982-01-01,834878,195,45571843.60,2025-06-16 14:28,32923831600.00,0.53,598615120,2025-06-16
148,WATAWALA  PLANTATIONS  PLC,WATA.N0000,32.6,31.9,-1.52,-0.5,32.3,50,1997-12-01,568906,399,18336948.90,2025-06-16 14:29,32834344230.00,0.53,1016543165,2025-06-16
340,HATTON NATIONAL BANK PLC,HNB.X0000,275,268,-1.52,-4.25,275,10,1971-01-01,49608,112,13590798.75,2025-06-16 14:25,31859498550.00,0.51,115852722,2025-06-16
225,ASIRI HOSPITAL HOLDINGS PLC,ASIR.N0000,27.5,26.5,2.64,0.7,27.2,4127,1986-06-01,50280,55,1355621.20,2025-06-16 14:22,30940913811.00,0.5,1137533596,2025-06-16
104,JOHN KEELLS HOTELS PLC,KHL.N0000,20.5,20,-0.49,-0.1,20.3,500,2004-09-17,175506,89,3540531.40,2025-06-16 14:14,29559779634.00,0.47,1456146780,2025-06-16
121,AMBEON HOLDINGS PLC,GREG.N0000,79.8,77,0, -   ,79.7,100,1970-01-01,6846,23,539923.50,2025-06-16 14:20,28442512380.00,0.46,356869666,2025-06-16
1798,COMMERCIAL CREDIT AND FINANCE PLC,COCR.N0000,83.9,81,-0.71,-0.6,83.5,718,2011-06-01,329418,354,27382469.70,2025-06-16 14:29,26559209478.00,0.43,318074365,2025-06-16
144,AITKEN SPENCE HOTEL HOLDINGS PLC,AHUN.N0000,80,77.6,-0.26,-0.2,78,600,1980-01-01,26566,70,2072402.90,2025-06-16 14:29,26230620780.00,0.42,336290010,2025-06-16
6172,DIGITAL MOBILITY SOLUTIONS LANKA PLC,PKME.N0000,77.5,76,0, -   ,77.1,1500,2024-10-03,937339,143,72160652.60,2025-06-16 14:29,25699255188.00,0.41,333323673,2025-06-16
31,HAYCARB PLC,HAYC.N0000,85,83.1,-0.47,-0.4,84.8,322,1975-01-01,35673,100,3000632.00,2025-06-16 14:22,25196094000.00,0.4,297123750,2025-06-16
2145,AMBEON CAPITAL PLC,TAP.N0000,25.7,24,0, -   ,25.1,1,2012-05-17,485008,143,12119317.30,2025-06-16 14:29,25168392857.00,0.4,1002724815,2025-06-16
42,SEYLAN BANK PLC,SEYB.N0000,76.5,75,-0.91,-0.7,76.3,60,1989-01-05,61959,81,4701825.80,2025-06-16 14:29,23289578293.00,0.37,305236937,2025-06-16
143,ASIAN HOTELS AND PROPERTIES PLC,AHPL.N0000,53,51.4,-1.7,-0.9,52,210,2004-01-30,19123,21,995254.80,2025-06-16 14:25,23024315600.00,0.37,442775300,2025-06-16
411,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.N0000,76.3,74,-0.78,-0.6,76,1,1984-01-01,70991,54,5377361.90,2025-06-16 13:41,22346280000.00,0.36,294030000,2025-06-16
327,DILMAH CEYLON TEA COMPANY PLC,CTEA.N0000,1124,1063,0, -   ,1067.75,1,1982-01-01,39,6,42994.00,2025-06-16 14:18,22142465625.00,0.35,20737500,2025-06-16
518,LANKA MILK FOODS (CWE) PLC,LMF.N0000,55.5,52.5,0, -   ,54.4,50,1983-01-01,1136438,498,61533328.10,2025-06-16 14:29,21758912000.00,0.35,399980000,2025-06-16
118,SOFTLOGIC LIFE INSURANCE PLC,AAIC.N0000,69.5,67.9,-1.43,-1,68.7,400,2000-11-24,76231,120,5224713.00,2025-06-16 14:27,21737109375.00,0.35,316406250,2025-06-16
348,EDEN HOTEL LANKA PLC,EDEN.N0000,13.9,13.4,-2.19,-0.3,13.4,400,1993-12-13,477338,101,6447627.00,2025-06-16 14:14,21225600000.00,0.34,1584000000,2025-06-16
1563,VALLIBEL FINANCE PLC,VFIN.N0000,91,85,-0.55,-0.5,89.6,17,2010-05-04,254786,303,22608560.80,2025-06-16 14:28,21096624640.00,0.34,235453400,2025-06-16
1630,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,CDB.N0000,350,320,5.93,19.25,344,1000,2010-10-06,87549,90,29040757.75,2025-06-16 14:27,20835094096.00,0.33,60567134,2025-06-16
105,PAN ASIA BANKING CORPORATION PLC,PABC.N0000,43.5,41.5,0.23,0.1,43,10,2005-04-05,1400939,357,59567077.60,2025-06-16 14:29,19030150047.00,0.3,442561629,2025-06-16
40,THE LANKA HOSPITALS CORPORATION PLC,LHCL.N0000,85,81.4,2.29,1.9,85,1,2003-01-10,19971,158,1673161.80,2025-06-16 14:23,19017234365.00,0.3,223732169,2025-06-16
5127,JAT HOLDINGS PLC,JAT.N0000,36.8,35.2,1.39,0.5,36.5,500,2021-08-12,641054,218,23047913.80,2025-06-16 14:29,18667857220.00,0.3,511448143,2025-06-16
213,SEYLAN BANK PLC,SEYB.X0000,56.3,54,-1.24,-0.7,55.9,100,1989-01-05,242462,188,13476963.00,2025-06-16 14:21,18469941248.00,0.3,330410398,2025-06-16
331,HAYLEYS FABRIC PLC,MGT.N0000,43.1,42.1,0, -   ,43,4,2003-04-23,161056,97,6905675.20,2025-06-16 14:15,17865716368.00,0.29,415481776,2025-06-16
276,HUNAS HOLDINGS PLC,HUNA.N0000,20.8,20.8,3.48,0.7,20.8,100,1993-10-18,8389,7,174491.20,2025-06-16 12:41,17659824000.00,0.28,849030000,2025-06-16
5293,CAPITAL ALLIANCE PLC,CALT.N0000,53.5,52.5,-0.56,-0.3,53.3,2000,2021-12-15,165686,98,8813932.80,2025-06-16 14:29,17557973217.00,0.28,329417884,2025-06-16
3815,R I L PROPERTY PLC,RIL.N0000,21.3,20.3,-0.94,-0.2,21,100,2017-05-04,3115160,343,65433037.80,2025-06-16 14:27,16800000000.00,0.27,800000000,2025-06-16
525,THE COLOMBO FORT LAND AND BUILDING PLC,CFLB.N0000,70.9,68.4,0.58,0.4,69,909,1970-01-01,3663,11,251399.40,2025-06-16 12:50,16560000000.00,0.27,240000000,2025-06-16
941,JANASHAKTHI INSURANCE PLC,JINS.N0000,73.4,71,-0.42,-0.3,71.9,1,2008-07-21,44010,87,3173624.00,2025-06-16 14:20,16287230401.00,0.26,226526153,2025-06-16
389,KOTMALE HOLDINGS PLC,LAMB.N0000,547.75,509,-5.58,-30.25,512,1,1969-01-01,120,7,61444.75,2025-06-16 14:26,16076800000.00,0.26,31400000,2025-06-16
74,CEYLON GRAIN ELEVATORS PLC,GRAN.N0000,243,235,-0.31,-0.75,241,5,1984-01-01,10932,54,2607278.00,2025-06-16 14:29,14460000000.00,0.23,60000000,2025-06-16
337,LANKA TILES PLC,TILE.N0000,54.8,53.5,-0.91,-0.5,54.5,400,1986-06-01,69278,85,3740965.70,2025-06-16 14:29,14456236725.00,0.23,265252050,2025-06-16
196,CEYLON GUARDIAN INVESTMENT TRUST PLC,GUAR.N0000,181.5,173,0.14,0.25,180,50,1951-01-01,62693,31,11020939.75,2025-06-16 13:24,14410438380.00,0.23,80057991,2025-06-16
528,FIRST CAPITAL HOLDINGS PLC,CFVF.N0000,35.7,34.7,-1.12,-0.4,35.3,5061,1994-08-22,78615,150,2761238.70,2025-06-16 14:29,14296500000.00,0.23,405000000,2025-06-16
5330,First Capital Treasuries PLC,FCT.N0000,23.4,23,-0.85,-0.2,23.2,10000,2015-03-02,131483,88,3038069.50,2025-06-16 14:27,14281920000.00,0.23,615600000,2025-06-16
67,LANKA WALLTILE PLC,LWL.N0000,52.4,51.6,-0.76,-0.4,52.2,4,1994-06-13,45869,49,2386009.40,2025-06-16 14:29,14250600000.00,0.23,273000000,2025-06-16
4986,PRIME LANDS RESIDENCIES PLC,PLR.N0000,15.1,14.4,-0.67,-0.1,14.8,29811,2021-06-08,2277425,328,33552697.80,2025-06-16 14:30,13875000000.00,0.22,937500000,2025-06-16
279,KELANI CABLES PLC,KCAB.N0000,616,608.25,-1.3,-8,608.25,130,1974-01-01,5528,59,3378112.75,2025-06-16 14:29,13259850000.00,0.21,21800000,2025-06-16
300,VIDULLANKA PLC,VLL.N0000,13.8,13.4,-1.46,-0.2,13.5,5,2005-06-10,20174,11,273256.50,2025-06-16 13:31,12758574951.00,0.2,945079626,2025-06-16
5,HNB ASSURANCE PLC,HASU.N0000,84.7,84,-0.35,-0.3,84.7,67,2003-11-28,5001,15,420952.40,2025-06-16 14:15,12705000000.00,0.2,150000000,2025-06-16
439,MALWATTE VALLEY PLANTATION PLC,MAL.N0000,62,55,0, -   ,62,250,2000-07-26,1802,13,104837.00,2025-06-16 13:44,12573124522.00,0.2,202792331,2025-06-16
3046,AMANA BANK PLC,ABL.N0000,23,22.6,0.44,0.1,22.6,1200,2014-01-29,5966,14,135045.50,2025-06-16 14:20,12455441860.00,0.2,551125746,2025-06-16
26,E B CREASY & COMPANY PLC,EBCR.N0000,49,47.3,-2.45,-1.2,47.7,244,1968-01-01,16965,70,809374.80,2025-06-16 14:27,12094134660.00,0.19,253545800,2025-06-16
262,UNITED MOTORS LANKA PLC,UML.N0000,123,119,-0.63,-0.75,119.25,1,1989-12-05,28589,66,3422333.75,2025-06-16 14:27,12032399651.00,0.19,100900626,2025-06-16
396,COMMERCIAL BANK OF CEYLON PLC,COMB.X0000,125,118.5,-0.6,-0.75,124.75,1000,1970-01-01,182691,229,22510257.50,2025-06-16 14:28,12018625204.00,0.19,96341685,2025-06-16
1790,UNION BANK OF COLOMBO PLC,UBC.N0000,11,10.8,0.93,0.1,10.9,20,2011-03-29,37735,23,408075.90,2025-06-16 14:22,11810785884.00,0.19,1083558338,2025-06-16
4077,NATIONS TRUST BANK PLC,NTB.X0000,264,250,3.9,9.75,259.75,23,1999-05-03,161,6,41351.00,2025-06-16 13:44,11590454106.00,0.19,44621575,2025-06-16
395,ALLIANCE FINANCE COMPANY PLC,ALLI.N0000,349,303.25,1.8,6,339.75,290,1959-01-01,134537,343,45207450.25,2025-06-16 14:29,11448216000.00,0.18,33696000,2025-06-16
5355,LOLC GENERAL INSURANCE PLC,LGIL.N0000,9,8.5,1.15,0.1,8.8,98500,2021-12-31,507390,59,4427853.70,2025-06-16 14:24,10560000000.00,0.17,1200000000,2025-06-16
375,DIESEL & MOTOR ENGINEERING PLC,DIMO.N0000,1135,1115.25,-0.68,-7.75,1132.25,11,1964-01-01,163,12,183914.75,2025-06-16 13:16,10452359082.00,0.17,9231494,2025-06-16
1849,SOFTLOGIC HOLDINGS PLC,SHL.N0000,7.5,7.2,1.37,0.1,7.4,2000,2011-07-12,28811,19,211904.80,2025-06-16 14:27,10324909045.00,0.17,1395257979,2025-06-16
473,VALLIBEL POWER ERATHNA PLC,VPEL.N0000,13.7,13.5,-0.73,-0.1,13.6,34990,2006-05-16,1216935,146,16526483.90,2025-06-16 14:29,10160692342.00,0.16,747109731,2025-06-16
119,SWISSTEK (CEYLON) PLC,PARQ.N0000,74.5,71.5,-1.86,-1.4,74,1,1983-01-01,361944,236,26401323.40,2025-06-16 14:29,10127640000.00,0.16,136860000,2025-06-16
1784,PANASIAN POWER PLC,PAP.N0000,16.3,15.6,0, -   ,16,5000,2011-01-07,2061197,299,32954304.00,2025-06-16 14:25,10000000000.00,0.16,625000000,2025-06-16
1724,LAUGFS GAS PLC,LGL.N0000,30,28.1,0, -   ,29.8,464,2010-12-08,5400,17,160361.40,2025-06-16 13:46,9983002563.00,0.16,335000086,2025-06-16
15,TOKYO CEMENT COMPANY (LANKA) PLC,TKYO.X0000,66.1,64.1,1.23,0.8,65.8,1340,1984-01-01,372756,75,24535572.20,2025-06-16 14:14,9673587000.00,0.15,147015000,2025-06-16
3082,ALUMEX PLC,ALUM.N0000,16.3,15.6,0, -   ,16.1,100,2014-03-31,1470350,226,23452515.60,2025-06-16 14:27,9637551448.00,0.15,598605680,2025-06-16
291,NAMUNUKULA PLANTATIONS PLC,NAMU.N0000,399,387,0.13,0.5,398,1,1999-03-10,2061,19,812201.00,2025-06-16 14:24,9452500000.00,0.15,23750000,2025-06-16
5753,Agarapatana Plantations PLC,AGPL.N0000,19,18.1,0, -   ,18.7,50,2023-09-04,266626,149,4977558.10,2025-06-16 14:27,9350000000.00,0.15,500000000,2025-06-16
115,ELPITIYA PLANTATIONS PLC,ELPL.N0000,127.75,126.5,-0.39,-0.5,127.5,89,2000-12-08,6838,42,868780.75,2025-06-16 14:09,9290469570.00,0.15,72866428,2025-06-16
5852,CARGILLS BANK PLC,CBNK.N0000,9.9,9.3,2.08,0.2,9.8,1000,2024-01-09,858796,184,8280714.40,2025-06-16 14:20,9267300008.00,0.15,945642858,2025-06-16
4680,HNB FINANCE PLC,HNBF.N0000,5.2,4.7,2,0.1,5.1,1,2020-01-08,6183278,373,30968269.90,2025-06-16 14:29,8759258094.00,0.14,1717501587,2025-06-16
142,SIERRA CABLES PLC,SIRA.N0000,16.3,15.6,0, -   ,16,20000,2005-11-22,454060,113,7233327.70,2025-06-16 14:28,8600198880.00,0.14,537512430,2025-06-16
230,NAWALOKA HOSPITALS PLC,NHL.N0000,6.1,5.9,1.67,0.1,6.1,3900,2004-09-09,96718,43,575249.30,2025-06-16 14:28,8597984136.00,0.14,1409505596,2025-06-16
116,GALADARI HOTELS (LANKA) PLC,GHLL.N0000,17,16.5,1.19,0.2,17,100,1970-01-01,12493,17,207378.50,2025-06-16 14:26,8514102588.00,0.14,500829564,2025-06-16
981,CEYLINCO HOLDINGS PLC,CINS.X0000,1327,1321,-1.16,-15.5,1325.25,66,1988-04-21,1114,12,1476196.00,2025-06-16 10:25,8500789620.00,0.14,6414480,2025-06-16
133,CEYLON INVESTMENT PLC,CINV.N0000,85,81,-3.45,-3,83.9,7,1949-01-01,89954,108,7495668.50,2025-06-16 14:29,8155142338.00,0.13,97200743,2025-06-16
329,THE KANDY HOTELS COMPANY (1938) PLC,KHC.N0000,11.2,10.7,-2.73,-0.3,10.7,2,1970-01-01,1126,5,12054.20,2025-06-16 10:12,8071109007.00,0.13,754309253,2025-06-16
499,TRANS ASIA HOTELS PLC,TRAN.N0000,40,39.6,-2.68,-1.1,39.9,214,1983-01-01,4600,11,183370.10,2025-06-16 12:31,7980000000.00,0.13,200000000,2025-06-16
163,AGALAWATTE  PLANTATIONS  PLC,AGAL.N0000,51,48,-0.2,-0.1,50.2,4000,1996-01-22,246294,125,12296086.40,2025-06-16 14:22,7843750000.00,0.13,156250000,2025-06-16
1799,MERCANTILE INVESTMENTS AND FINANCE PLC,MERC.N0000,,,0, -   ,2600,,2011-06-02,,,,,7815600000.00,0.13,3006000,2025-06-16
93,THREE ACRE FARMS PLC,TAFL.N0000,330,315,2.42,7.75,328.25,5000,1995-03-20,50737,134,16428335.50,2025-06-16 14:29,7728646250.00,0.12,23545000,2025-06-16
328,C I C HOLDINGS PLC,CIC.X0000,87,85.5,-0.35,-0.3,86.3,10,1964-10-11,225532,95,19489860.60,2025-06-16 13:59,7549524000.00,0.12,87480000,2025-06-16
1785,SINGER FINANCE LANKA PLC,SFIN.N0000,36.6,35.7,-1.91,-0.7,35.9,1000,2011-01-17,850909,209,30818891.00,2025-06-16 14:29,7254459293.00,0.12,202074075,2025-06-16
167,HARISCHANDRA MILLS PLC,HARI.N0000,,,0, -   ,3735,,1983-01-01,,,,,7169706000.00,0.11,1919600,2025-06-16
240,ASIRI SURGICAL HOSPITAL PLC,AMSL.N0000,13.7,12.5,6.35,0.8,13.4,1,2004-11-12,1217065,313,15997340.40,2025-06-16 14:27,7081331103.00,0.11,528457545,2025-06-16
82,KELANI TYRES PLC,TYRE.N0000,86.6,84.5,-0.7,-0.6,85.7,751,1994-01-28,30246,67,2583573.10,2025-06-16 14:27,6890280000.00,0.11,80400000,2025-06-16
4058,HATTON PLANTATIONS PLC,HPL.N0000,28.5,27.8,2.52,0.7,28.5,200,2018-02-02,4435,18,123545.20,2025-06-16 14:08,6745000124.00,0.11,236666671,2025-06-16
4019,JETWING SYMPHONY PLC,JETS.N0000,11.5,10.6,-5.17,-0.6,11,2,2018-01-05,620794,129,6825479.70,2025-06-16 14:17,6624074149.00,0.11,602188559,2025-06-16
477,TALAWAKELLE TEA ESTATES PLC,TPL.N0000,142.5,139,-1.42,-2,139,3,2000-01-11,8197,55,1145590.50,2025-06-16 14:27,6602500000.00,0.11,47500000,2025-06-16
3461,PEOPLE'S INSURANCE PLC,PINS.N0000,32.3,31,-0.94,-0.3,31.6,100,2016-01-12,15558,31,485751.80,2025-06-16 13:28,6434786305.00,0.1,203632478,2025-06-16
246,SERENDIB HOTELS PLC,SHOT.N0000,21.1,20.1,0, -   ,21,27828,1973-01-01,129722,23,2661619.20,2025-06-16 13:58,6343237992.00,0.1,302058952,2025-06-16
2147,SANASA DEVELOPMENT BANK PLC,SDB.N0000,37.5,37,-0.8,-0.3,37.4,400,2012-05-31,15750,44,586734.10,2025-06-16 14:29,6139826876.00,0.1,164166494,2025-06-16
6052,CABLE SOLUTIONS PLC,CSLK.N0000,13.2,12.6,0, -   ,13,2500,2024-08-14,669257,97,8657566.50,2025-06-16 14:29,6118665800.00,0.1,470666600,2025-06-16
3938,RENUKA HOTELS PLC,RCH.N0000,149.5,142,3.52,5,147,2,2017-11-21,3694,21,538159.75,2025-06-16 14:29,5923736910.00,0.09,40297530,2025-06-16
316,KELANI VALLEY PLANTATIONS PLC,KVAL.N0000,85.6,83.7,1.54,1.3,85.6,5,1996-01-18,4901,18,411551.90,2025-06-16 14:26,5820800000.00,0.09,68000000,2025-06-16
253,THE KINGSBURY PLC,SERV.N0000,11.9,11.5,1.71,0.2,11.9,5,1982-01-01,7664,24,89860.00,2025-06-16 13:02,5759600000.00,0.09,484000000,2025-06-16
34,BOGAWANTALAWA TEA ESTATES PLC,BOPL.N0000,70,62.2,0.29,0.2,68.7,1742,1995-12-08,19003,27,1283196.30,2025-06-16 14:29,5753625000.00,0.09,83750000,2025-06-16
1596,ODEL PLC,ODEL.N0000,10.7,10.6,-2.75,-0.3,10.6,900,2010-08-04,1000,2,10610.00,2025-06-16 11:55,5706721300.00,0.09,538369934,2025-06-16
3495,JANASHAKTHI FINANCE PLC,BFN.N0000,27.3,21.5,21.62,4.8,27,1500,2011-06-30,462507,323,11676058.90,2025-06-16 14:21,5699731185.00,0.09,211101155,2025-06-16
4038,L V L ENERGY FUND PLC,LVEF.N0000,8.2,7.3,5.26,0.4,8,25000,2018-01-09,19159749,1079,150138692.00,2025-06-16 14:29,5589869936.00,0.09,698733742,2025-06-16
1041,SOFTLOGIC FINANCE PLC,CRL.N0000,6,5.7,0, -   ,5.8,445,2009-01-22,44188,39,256483.80,2025-06-16 14:24,5582924508.00,0.09,962573191,2025-06-16
3794,B P P L HOLDINGS PLC,BPPL.N0000,18,17.8,0, -   ,18,1400,2017-04-04,7656,13,137121.00,2025-06-16 14:16,5523180426.00,0.09,306843357,2025-06-16
550,LANKA ASHOK LEYLAND PLC,ASHO.N0000,1520,1445.5,2.97,43.75,1519.25,1,1983-01-01,1430,42,2171859.50,2025-06-16 14:03,5500965728.00,0.09,3620843,2025-06-16
1965,DIALOG FINANCE PLC,CALF.N0000,46.8,44,-2.38,-1.1,45.1,74,2011-10-04,198,6,8932.60,2025-06-16 12:05,5294733957.00,0.08,117399866,2025-06-16
363,THE NUWARA ELIYA HOTELS COMPANY PLC,NEH.N0000,2400,2400,0, -   ,2400,19,1974-01-01,20,2,48000.00,2025-06-16 12:39,5246496000.00,0.08,2186040,2025-06-16
5431,HELA APPAREL HOLDINGS PLC,HELA.N0000,3.3,3.1,0, -   ,3.2,15000,2022-02-07,896700,126,2842051.60,2025-06-16 14:27,5237589718.00,0.08,1636746787,2025-06-16
284,JOHN KEELLS PLC,JKL.N0000,86,85.4,0.23,0.2,85.6,91,1974-01-01,2837,23,243180.30,2025-06-16 12:01,5204480000.00,0.08,60800000,2025-06-16
1944,SOFTLOGIC CAPITAL PLC,SCAP.N0000,5.5,5.3,-3.64,-0.2,5.3,400,2011-09-21,798893,138,4264367.90,2025-06-16 14:28,5179092160.00,0.08,977187200,2025-06-16
5353,Co-operative Insurance Company PLC,COOP.N0000,3.2,3.1,0, -   ,3.1,4,2021-12-30,1123763,53,3483947.70,2025-06-16 14:22,5121750560.00,0.08,1652177600,2025-06-16
189,BOGALA GRAPHITE LANKA PLC,BOGA.N0000,54,53.4,-1.64,-0.9,54,250,1992-05-08,9176,27,494572.00,2025-06-16 14:26,5110176816.00,0.08,94632904,2025-06-16
1844,ASSOCIATED MOTOR FINANCE COMPANY PLC,AMF.N0000,45.4,43.5,-2.2,-1,44.5,1,2011-06-23,34749,25,1532757.60,2025-06-16 13:35,5043063426.00,0.08,113327268,2025-06-16
267,COLOMBO DOCKYARD PLC,DOCK.N0000,72,68.6,-0.43,-0.3,70.1,2,1983-01-01,21499,25,1482802.50,2025-06-16 14:17,5037310572.00,0.08,71858924,2025-06-16
258,PRINTCARE PLC,CARE.N0000,59.5,56,1.22,0.7,57.9,2,1995-05-02,1230,26,70014.60,2025-06-16 14:05,4977470193.00,0.08,85966670,2025-06-16
5231,Ex-pack Corrugated Cartons PLC,PACK.N0000,14.9,14,0.68,0.1,14.8,1,2021-11-10,961963,135,14076346.20,2025-06-16 14:25,4933333328.00,0.08,333333333,2025-06-16
2025,ASIA ASSET FINANCE PLC,AAF.N0000,39.3,37,-1.03,-0.4,38.6,3000,2012-01-12,54944,54,2101566.10,2025-06-16 14:03,4793947574.00,0.08,124195533,2025-06-16
335,C. W. MACKIE PLC,CWM.N0000,133,128.75,-0.19,-0.25,130,10,1995-01-09,11806,78,1546623.75,2025-06-16 14:27,4678512280.00,0.07,35988556,2025-06-16
378,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,CLND.N0000,23.8,22.8,-0.43,-0.1,23.1,2748,1986-03-19,53294,33,1222142.50,2025-06-16 14:29,4617251285.00,0.07,199881008,2025-06-16
227,KEELLS FOOD PRODUCTS PLC,KFP.N0000,179,178.75,2.87,5,179,5,1983-01-01,105,3,18793.75,2025-06-16 10:08,4564500000.00,0.07,25500000,2025-06-16
5291,SARVODAYA DEVELOPMENT FINANCE PLC,SDF.N0000,31.8,30,-2.25,-0.7,30.4,939,2021-12-14,116325,65,3636222.90,2025-06-16 14:27,4547719981.00,0.07,149596052,2025-06-16
523,PMF FINANCE PLC,PMB.N0000,11.4,10.7,2.75,0.3,11.2,100,1994-07-11,28734,48,316887.10,2025-06-16 14:23,4539379600.00,0.07,405301750,2025-06-16
